zdanie,spójnik,typ,sent_id
"- Bywa, że czuję się w teatrze obco.","[',']",['10'],NKJP_1M_1202900001007/morph_13-p/morph_13.10-s
"Obserwuję dużo młodszych kolegów, którzy ze zdziwieniem patrzą, co ja tu jeszcze robię.","[',', ',']","['41', '21']",NKJP_1M_1202900001007/morph_13-p/morph_13.67-s
"Rolnicy chcąc powiększyć obszar pastwisk beztrosko wypalają trawy, choć od miesięcy nie spadła kropla deszczu.","[',']",['50'],NKJP_1M_1202900001007/morph_22-p/morph_22.35-s
"- Ucząc języka, jednocześnie budzimy w dzieciach intelekt, ciekawość świata.","[',', ',']","['13', '35']",NKJP_1M_1202900001007/morph_29-p/morph_29.43-s
"Patrol milicji znalazł go po paru godzinach, zaparkowany przy ul. Świętokrzyskiej.","[',']",['34'],NKJP_1M_1202900001007/morph_4-p/morph_4.44-s
"Zrodził się pomysł, by produkować klepkę.","[',']",['14'],NKJP_1M_1202900001007/morph_44-p/morph_44.52-s
"- Oczywiście, przecież nie robię filmów dla siebie.","[',']",['7'],NKJP_1M_1202900001007/morph_1-p/morph_1.21-s
"- Czy reżyser z pewnym sukcesem, taki jak pan, może sobie w Polsce jakoś zaplanować karierę?","[',', ',']","['24', '36']",NKJP_1M_1202900001007/morph_1-p/morph_1.66-s
"- Każdy twórca marzy chyba, żeby odnieść wielki sukces.","[',']",['21'],NKJP_1M_1202900001007/morph_1-p/morph_1.11-s
"Publikacja rozporządzenia w Dzienniku Urzędowym Unii Europejskiej nie oznacza jednak, że od tej chwili połączenia automatycznie stają się tańsze.","[',']",['65'],NKJP_1M_1202900001007/morph_33-p/morph_33.21-s
"Jedyny Polak, który po sprincie awansował do biegu na dochodzenie, Tomasz Sikora, nie startował.","[',', ',', ',']","['13', '77', '86']",NKJP_1M_1305000000274/morph_1-p/morph_1.18-s
"Po naszym telefonie na miejscu pojawiła się policja, by ocenić, czy jest to krzew znajdujący się na liście zakazanych używek halucynogennych.","[',', ',']","['31', '42']",NKJP_1M_1305000000957/morph_1-p/morph_1.57-s
"Do wniosku o wszczęcie egzekucji wierzyciel powinien dołączyć dowód, że statek jest wpisany do rejestru.","[',']",['53'],NKJP_1M_6101000367/morph_1-p/morph_1.58-s
"Egzekucja należy do komornika sądu, w którego okręgu statek znajduje się w chwili wszczęcia egzekucji.","[',']",['23'],NKJP_1M_6101000367/morph_1-p/morph_1.41-s
"Udzielając zabezpieczenia przed wszczęciem postępowania w sprawie, sąd wyznacza termin, w którym pismo wszczynające postępowanie powinno być wniesione pod rygorem upadku zabezpieczenia.","[',', ',']","['70', '86']",NKJP_1M_6101000367/morph_6-p/morph_6.62-s
"Twierdzili, że nie oddali córki do szpitala, bo nie mogliby jej odwiedzać.","[',', ',']","['9', '42']",NKJP_1M_1305000001843/morph_1-p/morph_1.48-s
"- Żeby cię, cholero, pierwsza bomba zabiła!","[',', ',']","['14', '19']",NKJP_1M_3102000015/morph_7-p/morph_7.10-s
"Żukrowski uciekł do Szczecina, aby się nie narazić.","[',']",['19'],NKJP_1M_3102000000206/morph_6-p/morph_6.50-s
"Jeżeli człowiek silnie reaguje na różne zjawiska, może być tak odbierany.","[',']",['110'],NKJP_1M_1202900001001/morph_9-p/morph_9.32-s
"- Niestety, niestety byłem uważany za aroganta.","[',']",['7'],NKJP_1M_1202900001001/morph_9-p/morph_9.19-s
"W krajach o rozwiniętych metodach śledczych w ekipie policyjnej zjawiającej się na miejscu zbrodni znajduje się psycholog, który analizuje ślady związane z zachowaniem się przestępcy.","[',']",['103'],NKJP_1M_1202900001001/morph_35-p/morph_35.27-s
"Nie musi nawet dobrze się poruszać, bo przecież każde ujęcie można powtórzyć.","[',']",['44'],NKJP_1M_1202900001001/morph_17-p/morph_17.70-s
"Nie musi znać tekstu, bo na kredensie, na stole, na krześle ma przypięte kartki z dialogami, których kamera nie widzi.","[',', ',', ',', ',']","['18', '31', '39', '69']",NKJP_1M_1202900001001/morph_17-p/morph_17.56-s
"Czytając ostatni tomik nikt by się nie domyślił, gdzie mieszka jego autorka.","[',']",['31'],NKJP_1M_1202900001001/morph_28-p/morph_28.75-s
"Takie sklepy są również w mieście, normalnie, przy ulicy.","[',', ',']","['25', '30']",NKJP_1M_1202900001001/morph_25-p/morph_25.12-s
"- Jakie znaczenie dla śledztwa ma odkrycie dokonane w archiwach w Łomży, o którym niedawno poinformowała prof. Daria Nałęcz?","[',']",['216'],NKJP_1M_1202900001001/morph_4-p/morph_4.75-s
"Niedługo w sprawie umocujemy dodatkowego prokuratora, aby przyspieszyć prace.","[',']",['28'],NKJP_1M_1202900001001/morph_4-p/morph_4.53-s
"Rewolucja nie jest potrzebna, żeby zagwarantować odpowiednią niezawodność.","[',']",['18'],NKJP_1M_1202900001001/morph_21-p/morph_21.39-s
"Do budowy Międzynarodowej Stacji Kosmicznej ciągle używamy tych samych rakiet, jakie opracowano kilkadziesiąt lat temu na potrzeby wojska.","[',']",['56'],NKJP_1M_1202900001001/morph_21-p/morph_21.29-s
"Zajmuje się głównie ściganiem stronników Mossadegha, którym udało się ukryć.","[',']",['23'],NKJP_1M_3102000000310/morph_3-p/morph_3.34-s
"Opinia publiczna oczekuje, że te sprawy nie będą przeciągane w nieskończoność.","[',']",['16'],NKJP_1M_6203010000060/morph_10-p/morph_10.13-s
"Oczekujemy, że minister sprawiedliwości poinformuje, co zamierza zrobić, aby tak się nie działo.","[',', ',', ',']","['8', '27', '45']",NKJP_1M_6203010000060/morph_10-p/morph_10.30-s
"Fakt, że kryształy kwarcu drgają ze stałą częstotliwością, został wcześniej odkryty przez amerykańskiego zegarmistrza Warrena Alvina Marrisona.","[',', ',']","['9', '49']",NKJP_1M_1102000021/morph_6-p/morph_6.54-s
"Czekolada, spożywana w umiarkowanych ilościach, może chronić nas przed chorobami serca.","[',', ',']","['7', '23']",NKJP_1M_1305000001390/morph_1-p/morph_1.14-s
"Niestety, na Brytyjczyku ciąży zarzut wypchnięcia z toru zajmującego drugie miejsce Jarno Trulli.","[',']",['5'],NKJP_1M_DP2000/morph_10-p/morph_10.62-s
"Nie był zainteresowany wysłuchiwaniem pełnego statutu owej ""komórki"", do którego recytacji zabierał się najwyraźniej pan Staads.","[',']",['39'],NKJP_1M_2004000000316/morph_3-p/morph_3.36-s
"Zajmowały go znacznie ważniejsze sprawy, na przykład przewidywana reakcja szefostwa na rewelacje Wiewiórskiego.","[',']",['23'],NKJP_1M_2004000000316/morph_4-p/morph_4.43-s
"Stwierdziła z zadowoleniem, że całość prezentuje się bardzo wiarygodnie, zwłaszcza w przyćmionym świetle.","[',', ',']","['15', '39']",NKJP_1M_2004000000316/morph_18-p/morph_18.51-s
"- Jeżeli tak się pani podobają moje włości, to chętnie pokażę pani coś szczególnego.","[',', 'to']","['37', '39']",NKJP_1M_2002000077/morph_4-p/morph_4.16-s
"- Myślę, że do końca tak będzie.","[',']",['10'],NKJP_1M_7121900004/morph_42-p/morph_42.9-s
"Przepraszam, panie pośle.","[',']",['7'],NKJP_1M_7121900004/morph_42-p/morph_42.22-s
"- Panie marszałku, stosowną poprawkę...","[',']",['12'],NKJP_1M_7121900004/morph_68-p/morph_68.48-s
"Chciałbym przypomnieć w tym miejscu, że projekt ustawy jest pierwszym etapem reformy finansów publicznych.","[',']",['27'],NKJP_1M_7121900004/morph_3-p/morph_3.62-s
"Bardzo proszę, panie pośle.","[',']",['11'],NKJP_1M_7121900004/morph_25-p/morph_25.62-s
"- No, rzeczywiście...","[',']",['7'],NKJP_1M_7121900004/morph_14-p/morph_14.95-s
"- Dobrze, panie pośle, rozumiem.","[',', ',']","['9', '18']",NKJP_1M_7121900004/morph_14-p/morph_14.68-s
"Dziękuję, panie marszałku.","[',']",['7'],NKJP_1M_7121900004/morph_5-p/morph_5.68-s
"Kiedy obaj byli już na skraju pola, Kaźmierz odetchnął głęboko.","[',']",['79'],NKJP_1M_2002000080/morph_4-p/morph_4.25-s
"– No, mnichem prawosławnym.","[',']",['7'],NKJP_1M_2004000000502/morph_2-p/morph_2.55-s
"– Powiadają, że samozwaniec był bękartem Stefana Batorego.","[',']",['10'],NKJP_1M_2004000000502/morph_2-p/morph_2.10-s
"Warto zwrócić uwagę na to, by worek do śpiwora był ściągany na co najmniej dwóch wysokościach.","[',']",['23'],NKJP_1M_1202900024/morph_1-p/morph_1.18-s
"Po jego wypełnieniu studenci UMCS udają się do osoby, która z ramienia ich wydziału zajmuje się kwestiami sieci akademickiej.","[',']",['41'],NKJP_1M_1305000000285/morph_1-p/morph_1.62-s
"Choć nastroje dalekie były od katastroficznych, bo SLD generalnie zdobył jednak dobry wynik w wyborach samorządowych, dostrzeżono jednak utratę części elektoratu.","[',', ',']","['72', '180']",NKJP_1M_1305000000447/morph_1-p/morph_1.24-s
"Wcześniej Gracen stanowczo zaprzeczała, że utrzymywała intymne kontakty z prezydentem.","[',']",['20'],NKJP_1M_1305000000994/morph_1-p/morph_1.59-s
"Giną więc wozy, których właściciele nie ubezpieczają ze względu na wysokie stawki.","['więc', ',']","['6', '14']",NKJP_1M_1305000001951/morph_1-p/morph_1.65-s
"Przecież ona mi się przyznała, że co kilka dni bierze udział w jakichś prywatkach.","[',']",['21'],NKJP_1M_1202900091/morph_7-p/morph_7.34-s
"IZABELLE ADJANl, gwiazda filmu francuskiego, wygrała precedensowy proces.","[',', ',']","['11', '29']",NKJP_1M_1202900091/morph_1-p/morph_1.11-s
"- Nie wiecie, dokąd poszła?","[',']",['12'],NKJP_1M_2002000192/morph_1-p/morph_1.25-s
"- No, normalna.","[',']",['7'],NKJP_1M_2002000192/morph_1-p/morph_1.56-s
"Jej kalendarzyk nie mógł pomieścić imion wszystkich tych, którzy chcieli się z nią spotkać.","[',']",['36'],NKJP_1M_2001000013/morph_4-p/morph_4.56-s
"Wiktoria leżała na tarasie, przykryta kąpielowym ręcznikiem.","[',']",['18'],NKJP_1M_2001000013/morph_6-p/morph_6.28-s
"To spółka, która na zlecenie klientów wykorzystuje najkorzystniejsze oferty na kupno poszukiwanych produktów.","[',']",['12'],NKJP_1M_1305000000589/morph_1-p/morph_1.24-s
"W 1997 roku rozpoczęły w Warszawie działalność myjnie, które przyciągnęły naszą uwagę.","[',']",['39'],NKJP_1M_1202900071/morph_8-p/morph_8.45-s
"W samej Europie do podrodziny pszczół właściwych należy około 70 rodzajów pszczół, podzielonych na trzy plemiona.","[',']",['105'],NKJP_1M_6203010000116/morph_1-p/morph_1.18-s
"Choć z jaja wykluje się dopiero za kilka dni, już teraz budzi niezwykłą ciekawość.","[',']",['96'],NKJP_1M_1305000001674/morph_1-p/morph_1.16-s
"Zakłada się je jeszcze na sali porodowej, zaraz po okazaniu noworodka matce.","[',']",['108'],NKJP_1M_1305000000556/morph_1-p/morph_1.44-s
"- Richter, proszę szanownego pana...","[',']",['8'],NKJP_1M_2002000181/morph_4-p/morph_4.51-s
"- Powiedziałbym, że jedynie one we Francji są misyjne.","[',']",['13'],NKJP_1M_1202900034/morph_5-p/morph_5.25-s
"Tropiłeś mnie bez ustanku, aż znalazłeś!","[',']",['20'],NKJP_1M_2002000029/morph_3-p/morph_3.81-s
"Wiemy też, że taki program, jaki proponujemy, jest zgodny z założeniami ""szkolnego programu profilaktyki""","[',', ',', ',']","['11', '26', '42']",NKJP_1M_3302000000216/morph_1-p/morph_1.36-s
"Miał równie pokraczną głowę, krótki tułów.","[',']",['19'],NKJP_1M_2002000063/morph_13-p/morph_13.8-s
"- Na wonne łono bogini, miłej opiekunki grodu!","[',']",['21'],NKJP_1M_2002000063/morph_13-p/morph_13.64-s
"Grubas roześmiał się głośno, przytrzymując ręką pióra na głowie.","[',']",['17'],NKJP_1M_2002000063/morph_13-p/morph_13.54-s
"- Nie rozumiem, czego chcesz, Hebrajczyku?","[',', ',']","['12', '24']",NKJP_1M_2002000063/morph_13-p/morph_13.30-s
"- Czy chcesz, niewiasto, wziąć udział w uroczystościach ku czci bogini Zirbanit?","[',', ',']","['14', '19']",NKJP_1M_2002000063/morph_3-p/morph_3.15-s
"Powiadają, że to obmierzłe plugastwo...","[',']",['8'],NKJP_1M_2002000063/morph_3-p/morph_3.59-s
"Zaczerwieniła się, wzgardliwie odymając usta.","[',']",['9'],NKJP_1M_2002000063/morph_3-p/morph_3.42-s
"- Żyj wiecznie, panie nasz.","[',']",['13'],NKJP_1M_2002000063/morph_10-p/morph_10.25-s
"- Nie mam tabliczek - odparł posłyszawszy, o co chodzi.","[',']",['32'],NKJP_1M_2002000063/morph_14-p/morph_14.67-s
"Resa pośpieszyła do Ab-Rama, czekającego niecierpliwie w swoim namiocie.","[',']",['18'],NKJP_1M_2002000063/morph_14-p/morph_14.55-s
"Sarai opowiedziała o niegodziwości, jaką popełnił niewolnik Tarego syna Nachora.","[',']",['19'],NKJP_1M_2002000063/morph_8-p/morph_8.12-s
"Cieszę się, że nic nie posłałam.","[',']",['10'],NKJP_1M_2002000063/morph_8-p/morph_8.58-s
"- Wiem, że Pan nas osłoni.","[',']",['10'],NKJP_1M_2002000063/morph_11-p/morph_11.41-s
"- Zbądź obawy, ojcze.","[',']",['13'],NKJP_1M_2002000063/morph_11-p/morph_11.6-s
"- Nie mówiłem mu, kim jestem, ojcze.","[',', ',']","['17', '29']",NKJP_1M_2002000063/morph_1-p/morph_1.27-s
"Aby pozbyć się niespokojnego ducha z Apulii, Onufry wysłał Roberta do Kalabrii.","[',']",['48'],NKJP_1M_3102000000104/morph_7-p/morph_7.14-s
"Przedstawiciele Stalexportu zapewniają, że banki chcą dalej finansować holding.","[',']",['16'],NKJP_1M_1305000001325/morph_1-p/morph_1.31-s
"Spółka, która miała w ubiegłym roku 578 mln zł strat, liczy na przedłużenie przez banki linii kredytowych.","[',', ',']","['8', '382']",NKJP_1M_1305000001325/morph_1-p/morph_1.20-s
"No, wszystkiego!","[',']",['5'],NKJP_1M_2002000024/morph_1-p/morph_1.62-s
"Liceum ogólnokształcące, pierwsza klasa","[',']",['10'],NKJP_1M_2004000074/morph_8-p/morph_8.28-s
"On należał do tych chłopaków, którym się udało, którzy na przemianie zyskali.","[',', ',']","['23', '46']",NKJP_1M_2004000074/morph_4-p/morph_4.43-s
"Podobno były nawet pokazywane na wystawie przemysłowej, która odbyła się tu w zeszłym roku.","[',']",['28'],NKJP_1M_2002000151/morph_9-p/morph_9.47-s
"- Czym cię tak zezłościli ci Anglicy w hotelu? - spytał Abib, kiedy wreszcie, ociekający wodą, usiedli przy stoliku.","[',', ',', ',']","['74', '86', '96']",NKJP_1M_2002000151/morph_8-p/morph_8.24-s
"- Nie zastanawiałam się nad tym - odparła Alicja, nieco zbulwersowana pytaniem.","[',']",['37'],NKJP_1M_2002000151/morph_5-p/morph_5.55-s
"Wyjaśnił też, że wniosek o nadawanie programu telewizyjnego złożyła fundacja Lux Veritatis (Światło Prawdy).","[',']",['11'],NKJP_1M_1305000000054/morph_1-p/morph_1.26-s
"Ojciec Tadeusz Rydzyk po emisji poświęconego mu filmu mówił na antenie swego radia, że to zemsta TVP za jego plany stworzenia telewizji.","[',']",['66'],NKJP_1M_1305000000054/morph_1-p/morph_1.50-s
"Zdaniem niezależnych ekspertów, straty te sięgają 115 mld dolarów.","[',']",['20'],NKJP_1M_1305000001558/morph_1-p/morph_1.11-s
"Irak, który dysponuje drugimi po Arabii Saudyjskiej rezerwami ropy naftowej w skali światowej, był w 1990 roku także drugim eksporterem ropy naftowej.","[',', ',']","['8', '121']",NKJP_1M_1305000001558/morph_1-p/morph_1.53-s
"Gdyby tylko do tego sprowadziły się zmiany, to byłyby one niewielkie.","[',', 'to']","['38', '86']",NKJP_1M_7121900002/morph_70-p/morph_70.38-s
"Chciałem podziękować za inicjatywę, z której zrodziło się pytanie, umożliwiającą mi pokazanie prawdy.","[',', ',']","['41', '20']",NKJP_1M_7121900002/morph_50-p/morph_50.46-s
"- Proszę, panie ministrze.","[',']",['9'],NKJP_1M_7121900002/morph_50-p/morph_50.6-s
"Na zakończenie chcę powiedzieć, że klub Unii Demokratycznej wnioskuje o skierowanie projektu do odpowiednich komisji.","[',']",['20'],NKJP_1M_7121900002/morph_35-p/morph_35.37-s
"- Pierwsze czytanie projektu ustawy to nie czas na podawanie uwag szczegółowych, co uczynię w trakcie prac komisji.","[',']",['58'],NKJP_1M_7121900002/morph_35-p/morph_35.20-s
"- Mam pytanie, panie marszałku.","[',']",['13'],NKJP_1M_7121900002/morph_59-p/morph_59.58-s
"- Stwierdzam, że Sejm poprawkę do art. 23 odrzucił.","[',']",['10'],NKJP_1M_7121900002/morph_84-p/morph_84.12-s
"(Przypomnę tutaj, że w Komisji Trójstronnej trwają intensywne prace nad przygotowaniem nowelizacji tejże ustawy).","[',']",['14'],NKJP_1M_7121900002/morph_67-p/morph_67.74-s
"- Dziękuję, panie pośle.","[',']",['9'],NKJP_1M_7121900002/morph_49-p/morph_49.68-s
"- Stwierdzam, że Sejm wniosek przyjął.","[',']",['10'],NKJP_1M_7121900002/morph_64-p/morph_64.8-s
"Pani minister mogłaby również poinformować posłów, jak przebiegają prace nad standaryzacją wydatków budżetowych.","[',']",['30'],NKJP_1M_7121900002/morph_46-p/morph_46.79-s
"Nie chciałbym w tej chwili analizować każdego z nich, bo dojdziemy do wniosku, że nie na sali sejmowej każdy z tych przypadków powinien być rozpatrywany.","[',', ',']","['81', '99']",NKJP_1M_7121900002/morph_60-p/morph_60.56-s
"- Jestem przekonany, że sieć autostrad przyczyni się także do rozwoju obszarów przyległych.","[',']",['15'],NKJP_1M_7121900002/morph_53-p/morph_53.15-s
"Jak wynika z doświadczeń innych krajów, wartość inwestycji na tym obszarze wzrasta średnio 4-krotnie.","[',']",['95'],NKJP_1M_7121900002/morph_53-p/morph_53.31-s
"- Stwierdzam, że Sejm wniosek o odrzucenie projektu ustawy odrzucił.","[',']",['10'],NKJP_1M_7121900002/morph_2-p/morph_2.12-s
"- Jeśli chodzi o dział V, również bardzo mocno krytykowany przez Unię Wolności, to był nawet wniosek o jego skreślenie.","[',', 'to', ',']","['128', '130', '24']",NKJP_1M_7121900002/morph_80-p/morph_80.23-s
"Stwierdzam, że Sejm wniosek Unii Pracy Klubu Parlamentarnego odrzucił.","[',']",['8'],NKJP_1M_7121900002/morph_52-p/morph_52.47-s
"Rozumiem, że pan marszałek pozwoli mi, analogicznie do prośby Unii Wolności, abym ten apel mógł odczytać w czasie pozaklubowym.","[',', ',', ',']","['8', '30', '91']",NKJP_1M_7121900002/morph_83-p/morph_83.66-s
"- Pan poseł Leszek Moczulski, Konfederacja Polski Niepodległej...","[',']",['20'],NKJP_1M_7121900002/morph_47-p/morph_47.12-s
"Wiecie także, iż w wielu miejscach toczą się walki z siłami, które w imię swych egoistycznych interesów chcą powstrzymać pochód postępu na świecie.","[',', ',']","['12', '189']",NKJP_1M_1202900050/morph_7-p/morph_7.26-s
"Małgorzata Supronowicz, właścicielka syberiana, jest lekarzem weterynarii.","[',', ',']","['11', '20']",NKJP_1M_1305000000775/morph_1-p/morph_1.10-s
"W miniony czwartek w referendum ratyfikacyjnym Irlandia odrzuciła ten Traktat, otwierający drogę do rozszerzenia Unii.","[',']",['42'],NKJP_1M_1305000001601/morph_1-p/morph_1.17-s
"Nie napisał mi Pan, dlaczego się Pan przenosi do Warszawy.","[',']",['18'],NKJP_1M_2004000029/morph_3-p/morph_3.58-s
"Po dokładnie wyliczonych pięćdziesięciu minutach zaprosił mnie na kolejne spotkanie, na którym powie mi, czy może mi pomóc.","[',', ',']","['55', '75']",NKJP_1M_2004000029/morph_6-p/morph_6.21-s
"Co chwila łapałem się za rękę, zakrywając zegarek.","[',']",['24'],NKJP_1M_2004000029/morph_5-p/morph_5.71-s
"Wczoraj grupa posłów AWS przesłała do laski marszałkowskiej projekt ustawy dekomunizacyjnej, pod którym podpisało się 105 parlamentarzystów.","[',']",['51'],NKJP_1M_1305000001969/morph_1-p/morph_1.19-s
"BWB obiecują, ze mogą zagwarantować produkcję wody znacznie przewyższającej normy obowiązujące w Unii Europejskiej.","[',']",['12'],NKJP_1M_1305000001104/morph_1-p/morph_1.40-s
"— Jakie jest oblicze tego komunizmu, które pani widzi w Europie?","[',']",['25'],NKJP_1M_3102000023/morph_6-p/morph_6.73-s
"Przyznał, że Passent publikując w ""Polityce"" łamie obowiązujące w resorcie przepisy.","[',']",['8'],NKJP_1M_3102000023/morph_5-p/morph_5.49-s
"Niewiele musieli nadłożyć drogi, żeby zobaczyć, co ten tłum zwabiło.","[',', ',']","['22', '33']",NKJP_1M_2002000028/morph_22-p/morph_22.47-s
"Nie śmiem pytać, z kim?","[',']",['13'],NKJP_1M_2002000028/morph_4-p/morph_4.68-s
"Buty Benedykta XVI są o dwa numery mniejsze od tych,które nosił nasz papież.","[',']",['51'],NKJP_1M_1302900005/morph_100-p/morph_100.55-s
"Wiemy, bo spotkaliśmy się z nią osobiście!","[',']",['7'],NKJP_1M_1302900005/morph_13-p/morph_13.72-s
"Jak się dowiedzieliśmy, Zuber odda dziecko, kiedy Samusionek zapewni go publicznie, że będzie się mógł widywać z córeczką.","[',', ',', ',']","['55', '113', '179']",NKJP_1M_1302900005/morph_142-p/morph_142.23-s
"Sędziowie orzekli, że nie można ratować jednych, poświęcając życie innych ludzi.","[',', ',']","['12', '32']",NKJP_1M_1302900005/morph_68-p/morph_68.32-s
"Nie trzeba jednak od razu spiętrzać Wisły, żeby wytwarzać energię elektryczną.","[',']",['29'],NKJP_1M_1302900005/morph_95-p/morph_95.28-s
"Dlatego telewizja publiczna w kraju, w którym islam wyznawany jest przez większość, zdecydowała się zdjąć bajkę z anteny.","[',', ',']","['23', '319']",NKJP_1M_1302900005/morph_105-p/morph_105.43-s
"Opiekun dzieciaków sądził, że w górach jest już wiosna.","[',']",['16'],NKJP_1M_1302900005/morph_67-p/morph_67.32-s
"Według tamtejszej prokuratury, 34- -letnia Barbara N., będąca w ostatnich dniach ciąży, przyjechała tam, aby urodzić dziecko, które miało trafić do niemieckiej pary w zamian za 10 tys. euro.","[',', ',', ',', ',', ',']","['164', '183', '17', '30', '97']",NKJP_1M_1302900005/morph_8-p/morph_8.52-s
"Zanim udaje im się wyjechać z miasta, mija często cały dzień.","[',']",['82'],NKJP_1M_1302900005/morph_108-p/morph_108.73-s
"Mieszkańcy błagają, aby kierowcy, którzy nie muszą, nie wjeżdżali do miasta.","[',', ',', ',']","['12', '23', '36']",NKJP_1M_1302900005/morph_108-p/morph_108.27-s
"Kiedy policjanci dotarli do Białki, okazało się, że ""Długi"" jest na polowaniu.","[',', ',']","['36', '89']",NKJP_1M_1302900005/morph_65-p/morph_65.52-s
"Tymczasem nasi reporterzy odnajdują mężczyznę, na którego wezwanie zareagowali nocą policjanci.","[',']",['24'],NKJP_1M_1302900005/morph_64-p/morph_64.63-s
"O ich desperacji sporo mówi sposób, w jaki dokonali włamu.","[',']",['28'],NKJP_1M_1302900005/morph_46-p/morph_46.48-s
"O tym, że pogoda ostatnio nas nie rozpieszcza, przekonał się właściciel lubelskiego sklepu futrzarskiego.","[',', ',']","['11', '34']",NKJP_1M_1302900005/morph_46-p/morph_46.19-s
"Jednocześnie prezydent Egiptu Hosni Mubarak ogłosił, że jest możliwy kompromis.","[',']",['40'],NKJP_1M_1302900005/morph_4-p/morph_4.54-s
"Po bombardowaniach wojsko przeczesuje dom po domu, starając się odnaleźć porwanego w niedzielę swego kolegę, Gilada Shalita.","[',', ',']","['29', '141']",NKJP_1M_1302900005/morph_4-p/morph_4.30-s
"Atak nastąpił z bliska, w wąskiej uliczce.","[',']",['18'],NKJP_1M_1302900005/morph_135-p/morph_135.50-s
"- Ich uczestnicy dostali wyroki w zawieszeniu - wspomina Jarosław Marszewski, reżyser przygotowujący dokument o tamtych wydarzeniach.","[',']",['74'],NKJP_1M_1302900005/morph_48-p/morph_48.37-s
"Zginął 25-letni kolega kierowcy, który jechał z nim w audi.","[',']",['18'],NKJP_1M_1302900005/morph_6-p/morph_6.50-s
"- Jeżeli w przyszłym roku pensje ratowników nie zwiększą się, to możemy mieć bardzo duży problem ze skompletowaniem ekipy na sezon letni - mówi szef pomorskiego WOPR.","[',', 'to']","['56', '58']",NKJP_1M_1302900005/morph_30-p/morph_30.47-s
"Wczoraj, na lotnisku w podszczecińskim Goleniowie, wylądował samolot z ok. 200 żołnierzami, którzy wrócili do domu po półrocznej służbie.","[',', ',', ',']","['7', '33', '61']",NKJP_1M_1302900005/morph_109-p/morph_109.35-s
"O współpracy z policją, niestety, nie chcieli z nami rozmawiać członkowie zarządu agencji.","[',', ',']","['18', '22']",NKJP_1M_1302900005/morph_119-p/morph_119.42-s
"Jednocześnie policja poinformowała, że w różnych częściach stolicy Iraku odnaleziono 10 ciał mężczyzn.","[',']",['16'],NKJP_1M_1302900005/morph_52-p/morph_52.38-s
"- Pawle, nie jedź do Jerozolimy!","[',']",['8'],NKJP_1M_2002000058/morph_3-p/morph_3.19-s
"Duch Boży mówi, abym szedł...","[',']",['17'],NKJP_1M_2002000058/morph_3-p/morph_3.48-s
"Jakaś kobieta zawołała: - Teraz widać, że to nieprawda, co mówili o tobie...","[',', ',']","['30', '45']",NKJP_1M_2002000058/morph_11-p/morph_11.19-s
"Ważne, że ja sama uznam coś za dobre.","[',']",['9'],NKJP_1M_3102000000204/morph_5-p/morph_5.55-s
"Obok leżał rower, którym jechała kobieta.","[',']",['16'],NKJP_1M_1305000001250/morph_1-p/morph_1.16-s
"- Już ze wstępnych oględzin wiadomo było, że kobieta została zamordowana.","[',']",['33'],NKJP_1M_1305000001250/morph_1-p/morph_1.34-s
"Wygląda na to, że niektórych kłopotów już się pozbyto.","[',']",['14'],NKJP_1M_1104000000003/morph_3-p/morph_3.65-s
"W połowie maja 2002 roku rosyjska prokuratura generalna oświadczyła, że w filmie dokumentalnym Pokuszenije na Rossiju nie znalazła podstaw do wszczęcia śledztwa w jakiejkolwiek sprawie.","[',']",['48'],NKJP_1M_1104000000003/morph_3-p/morph_3.54-s
"Szpiegomania, niemal zanikająca za późnego Gorbaczowa, pojawiła się na krótko w początkowym okresie „demokracji"" Jelcyna.","[',', ',']","['7', '32']",NKJP_1M_1104000000003/morph_8-p/morph_8.20-s
"Gdy Putin obiecywał rekompensaty za utracone mieszkanie, Zula nie wierzyła.","[',']",['69'],NKJP_1M_1104000000003/morph_11-p/morph_11.29-s
"Faceci ze Wschodu siedzą spokojnie w poczekalni, gawędząc.","[',']",['29'],NKJP_1M_2001000008/morph_1-p/morph_1.28-s
"W SLD powinniśmy jasno powiedzieć, że to jest odpowiedzialna funkcja, która daje duże możliwości działania.","[',', ',']","['26', '122']",NKJP_1M_6203010000059/morph_15-p/morph_15.29-s
"Po odliczeniu znajdziemy, że prawdopodobieństwo zestrzelenia samolotu wynosi około 0,625.","[',']",['15'],NKJP_1M_1202900068/morph_8-p/morph_8.14-s
- Czy zamierza Pan zatem wystartować w najbliższych wyborach?,['zatem'],['15'],NKJP_1M_1202900036/morph_4-p/morph_4.10-s
"Śmierć poniósł 19-letni Grzegorz G., mieszkaniec Piasku.","[',']",['26'],NKJP_1M_1202900036/morph_2-p/morph_2.55-s
"Najpierw samodzielność uzyskał Zakład Naprawy Autobusów w Biskupicach, wcześniej stanowiący integralną część MPK.","[',']",['31'],NKJP_1M_1305000000411/morph_1-p/morph_1.40-s
"MPK jest dziś spółką, od której samorząd kupuje przewozowe usługi.","[',']",['20'],NKJP_1M_1305000000411/morph_1-p/morph_1.12-s
"Gdy Widmar skarżył się w ten sposób wobec krawca na zanik pamięci, Abraham Gold porównywał go z Boruchem, który cierpiał na coś podobnego.","[',', ',']","['112', '204']",NKJP_1M_0302000000010/morph_10-p/morph_10.26-s
